,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
584,Rampage,tt2231461,Rampage (2018),No,,9300000,1:47,5200000,Rampage,2018.0,movie,Rampage,Rampage,2018,107,"Action,Adventure,Sci-Fi"
586,Spectral,tt2106651,Spectral,Yes,2016-12-09,9300000,1:48,5200000,Spectral,2016.0,movie,Spectral,Spectral,2016,107,"Action,Adventure,Sci-Fi"
582,Loving Adults,tt14592948,Loving Adults // K¾rlighed for voksne,Yes,2022-08-26,9200000,1:46,5200000,Loving Adults,2022.0,movie,Loving Adults,Kærlighed for voksne,2022,104,"Crime,Drama,Thriller"
585,Scooby-Doo 2: Monsters Unleashed,tt0331632,Scooby-Doo 2: Monsters Unleashed,No,,8000000,1:33,5200000,Scooby-Doo 2: Monsters Unleashed,1000.0,movie,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,2004,93,"Adventure,Comedy,Family"
596,Kadhalikka Neramillai,tt27795377,Kadhalikka Neramillai,No,,11800000,2:20,5100000,Kadhalikka Neramillai,1000.0,movie,Kadhalikka Neramillai,Kadhalikka Neramillai,2025,140,Drama
602,The Holiday,tt0457939,The Holiday (2006),No,,11600000,2:16,5100000,The Holiday,2006.0,movie,The Holiday,The Holiday,2006,136,"Comedy,Romance"
605,This Is 40,tt1758830,This Is 40,No,,11400000,2:14,5100000,This Is 40,1000.0,movie,This Is 40,This Is 40,2012,134,"Comedy,Drama,Romance"
598,Latin Blood - The Ballad of Ney Matogrosso,tt35301431,Latin Blood - The Ballad of Ney Matogrosso // Homem Com H,Yes,2025-06-17,11100000,2:10,5100000,Latin Blood - The Ballad of Ney Matogrosso,2025.0,movie,Latin Blood: The Ballad of Ney Matogrosso,Homem com H,2025,129,"Biography,Drama,Music"
601,Spider-Man: Far from Home,tt6320628,Spider-Man: Far from Home,No,,11000000,2:10,5100000,Spider-Man: Far from Home,1000.0,movie,Spider-Man: Far from Home,Spider-Man: Far from Home,2019,129,"Action,Adventure,Comedy"
600,Mad Max: Fury Road,tt1392190,Mad Max: Fury Road,No,,10300000,2:01,5100000,Mad Max: Fury Road,1000.0,movie,Mad Max: Fury Road,Mad Max: Fury Road,2015,120,"Action,Adventure,Sci-Fi"
604,The Meg,tt4779682,The Meg,No,,9600000,1:53,5100000,The Meg,1000.0,movie,The Meg,The Meg,2018,113,"Action,Horror,Sci-Fi"
597,Last Holiday,tt0408985,Last Holiday (2006),No,,9500000,1:52,5100000,Last Holiday,2006.0,movie,Last Holiday,Last Holiday,2006,112,"Comedy,Drama,Romance"
593,Ghost in the Shell,tt1219827,Ghost in the Shell (2017),No,,9200000,1:48,5100000,Ghost in the Shell,2017.0,movie,Ghost in the Shell,Ghost in the Shell,2017,107,"Action,Crime,Drama"
599,Love Again,tt10276482,Love Again (2023),No,,8800000,1:44,5100000,Love Again,2023.0,movie,Love Again,Love Again,2023,104,"Comedy,Drama,Romance"
595,How to Train Your Dragon 2,tt1646971,How to Train Your Dragon 2,No,,8700000,1:42,5100000,How to Train Your Dragon 2,1000.0,movie,How to Train Your Dragon 2,How to Train Your Dragon 2,2014,102,"Action,Adventure,Animation"
594,Gifted,tt4481414,Gifted (2017),No,,8600000,1:42,5100000,Gifted,2017.0,movie,Gifted,Gifted,2017,101,Drama
591,A Dog's Purpose,tt1753383,A Dog's Purpose,No,,8500000,1:40,5100000,A Dog's Purpose,1000.0,movie,A Dog's Purpose,A Dog's Purpose,2017,100,"Adventure,Comedy,Drama"
592,Dracula Untold,tt0829150,Dracula Untold,No,,7800000,1:32,5100000,Dracula Untold,1000.0,movie,Dracula Untold,Dracula Untold,2014,92,"Action,Drama,Fantasy"
603,The Little Rascals,tt0110366,The Little Rascals (1994),No,,7000000,1:22,5100000,The Little Rascals,1994.0,movie,The Little Rascals,The Little Rascals,1994,82,"Comedy,Family,Romance"
609,Harry Potter and the Goblet of Fire,tt0330373,Harry Potter and the Goblet of Fire,No,,13200000,2:37,5000000,Harry Potter and the Goblet of Fire,1000.0,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,2005,157,"Adventure,Family,Fantasy"
610,Harry Potter and the Half-Blood Prince,tt0417741,Harry Potter and the Half-Blood Prince,No,,12800000,2:33,5000000,Harry Potter and the Half-Blood Prince,1000.0,movie,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,2009,153,"Action,Adventure,Family"
611,Harry Potter and the Order of the Phoenix,tt0373889,Harry Potter and the Order of the Phoenix,No,,11400000,2:18,5000000,Harry Potter and the Order of the Phoenix,1000.0,movie,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,2007,138,"Action,Adventure,Family"
615,It,tt1396484,It (2017),No,,11200000,2:15,5000000,It,2017.0,movie,It,It,2017,135,Horror
608,Fast & Furious 6,tt1905041,Fast & Furious 6,No,,10900000,2:10,5000000,Fast & Furious 6,1000.0,movie,Fast & Furious 6,Furious 6,2013,130,"Action,Thriller"
620,The Good Nurse,tt4273800,The Good Nurse,Yes,2022-10-26,10200000,2:03,5000000,The Good Nurse,2022.0,movie,The Good Nurse,The Good Nurse,2022,121,"Biography,Crime,Drama"
612,Hillbilly Elegy,tt6772802,Hillbilly Elegy,Yes,2020-11-24,9800000,1:57,5000000,Hillbilly Elegy,2020.0,movie,Hillbilly Elegy,Hillbilly Elegy,2020,116,"Biography,Drama"
614,I Still Believe,tt9779516,I Still Believe,No,,9800000,1:57,5000000,I Still Believe,1000.0,movie,I Still Believe,I Still Believe,2020,116,"Biography,Drama,Music"
616,Pitch Perfect 2,tt2848292,Pitch Perfect 2,No,,9600000,1:55,5000000,Pitch Perfect 2,1000.0,movie,Pitch Perfect 2,Pitch Perfect 2,2015,115,"Comedy,Music"
622,The Mountain Between Us,tt2226597,The Mountain Between Us,No,,9300000,1:52,5000000,The Mountain Between Us,1000.0,movie,The Mountain Between Us,The Mountain Between Us,2017,112,"Drama,Thriller"
607,Divine Influencer,tt23032876,Divine Influencer,No,,8800000,1:46,5000000,Divine Influencer,1000.0,movie,Divine Influencer,Divine Influencer,2023,105,Romance
613,Honeymoonish,tt31565654,Honeymoonish // ___ __ _____,Yes,2024-04-29,8300000,1:40,5000000,Honeymoonish,2024.0,movie,Honeymoonish,Shahr zii aleasal,2024,100,"Comedy,Romance"
617,Secret Obsession,tt9419834,Secret Obsession,Yes,2019-07-18,8200000,1:38,5000000,Secret Obsession,2019.0,movie,Secret Obsession,Secret Obsession,2019,97,"Crime,Drama,Mystery"
606,A Quiet Place Part II,tt8332922,A Quiet Place Part II,No,,8100000,1:38,5000000,A Quiet Place Part II,1000.0,movie,A Quiet Place Part II,A Quiet Place Part II,2020,97,"Drama,Horror,Sci-Fi"
618,Tarot,tt14088510,Tarot (2024),No,,7600000,1:32,5000000,Tarot,2024.0,movie,Tarot,Tarot,2024,92,Horror
621,The Loud House Movie,tt6714432,The Loud House Movie,Yes,2021-08-20,7300000,1:28,5000000,The Loud House Movie,2021.0,movie,The Loud House Movie,The Loud House Movie,2021,83,"Adventure,Animation,Comedy"
619,Texas Chainsaw Massacre,tt11755740,Texas Chainsaw Massacre,Yes,2022-02-18,6900000,1:23,5000000,Texas Chainsaw Massacre,2022.0,movie,Texas Chainsaw Massacre,Texas Chainsaw Massacre,2022,81,"Crime,Horror,Thriller"
623,All Quiet on the Western Front,tt1016150,All Quiet on the Western Front // Im Westen nichts Neues,Yes,2022-10-28,12100000,2:29,4900000,All Quiet on the Western Front,2022.0,movie,All Quiet on the Western Front,Im Westen nichts Neues,2022,148,"Drama,History,War"
627,Fast & Furious Presents: Hobbs & Shaw,tt6806448,Fast & Furious Presents: Hobbs & Shaw,No,,11100000,2:16,4900000,Fast & Furious Presents: Hobbs & Shaw,1000.0,movie,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,137,"Action,Adventure,Thriller"
630,Notting Hill,tt0125439,Notting Hill,No,,10200000,2:04,4900000,Notting Hill,1000.0,movie,Notting Hill,Notting Hill,1999,124,"Comedy,Drama,Romance"
626,Coming to America,tt0094898,Coming to America,No,,9500000,1:57,4900000,Coming to America,1000.0,movie,Coming to America,Coming to America,1988,117,"Comedy,Romance"
628,Fear Street Part 2: 1978,tt9701940,Fear Street Part 2: 1978,Yes,2021-07-09,9000000,1:51,4900000,Fear Street Part 2: 1978,2021.0,movie,Fear Street: Part Two - 1978,Fear Street: 1978,2021,109,"Drama,Horror,Mystery"
629,High Plains Drifter,tt0068699,High Plains Drifter,No,,8600000,1:45,4900000,High Plains Drifter,1000.0,movie,High Plains Drifter,High Plains Drifter,1973,105,"Drama,Mystery,Western"
634,The Fast and the Furious: Tokyo Drift,tt0463985,The Fast and the Furious: Tokyo Drift,No,,8500000,1:44,4900000,The Fast and the Furious: Tokyo Drift,1000.0,movie,The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,2006,104,"Action,Crime,Thriller"
636,The Intruder,tt6722030,The Intruder (2019),No,,8400000,1:42,4900000,The Intruder,2019.0,movie,The Intruder,The Intruder,2019,102,"Horror,Thriller"
633,Spoiled Brats,tt13079150,Spoiled Brats // Pourris gts,No,2021-11-26,7900000,1:36,4900000,Spoiled Brats,2021.0,movie,Spoiled Brats,Pourris gâtés,2021,95,Comedy
631,Renfield,tt11358390,Renfield,No,,7600000,1:34,4900000,Renfield,1000.0,movie,Renfield,Renfield,2023,93,"Action,Comedy,Fantasy"
19,Run,tt8633478,Run,No,2021-04-02,7400000,1:30,4900000,Run,2021.0,movie,Run,Run,2020.0,90.0,"Drama,Horror,Mystery"
635,The Hunt,tt8244784,The Hunt (2020),No,,7400000,1:30,4900000,The Hunt,2020.0,movie,The Hunt,The Hunt,2020,90,"Action,Horror,Thriller"
624,Bigfoot Family,tt9204164,Bigfoot Family,No,2021-02-26,7200000,1:28,4900000,Bigfoot Family,2021.0,movie,Bigfoot Family,Bigfoot Family,2020,89,"Adventure,Animation,Family"
625,Britain and The Blitz,tt36462227,Britain and The Blitz,Yes,2025-05-05,6400000,1:18,4900000,Britain and The Blitz,2025.0,movie,Britain and the Blitz,Britain and the Blitz,2025,77,"Documentary,History"
639,"I, the Executioner",tt30287778,"I, the Executioner // ___2",No,,9500000,1:58,4800000,"I, the Executioner",1000.0,movie,"I, the Executioner",Beterang 2,2024,118,"Action,Adventure,Comedy"
638,Gemini Man,tt1025100,Gemini Man (2019),No,,9400000,1:57,4800000,Gemini Man,2019.0,movie,Gemini Man,Gemini Man,2019,117,"Action,Sci-Fi,Thriller"
645,Violent Night,tt12003946,Violent Night,No,,9000000,1:52,4800000,Violent Night,1000.0,movie,Violent Night,Violent Night,2022,112,"Action,Comedy,Thriller"
643,Sydney White,tt0815244,Sydney White,No,,8600000,1:47,4800000,Sydney White,1000.0,movie,Sydney White,Sydney White,2007,108,"Comedy,Drama,Romance"
644,The Stepfather,tt0814335,The Stepfather (2009),No,,8100000,1:42,4800000,The Stepfather,2009.0,movie,The Stepfather,The Stepfather,2009,101,"Mystery,Thriller"
637,Falling Inn Love,tt9860728,Falling Inn Love,Yes,2019-08-29,7900000,1:38,4800000,Falling Inn Love,2019.0,movie,Falling Inn Love,Falling Inn Love,2019,98,"Comedy,Romance"
642,Pets United,tt11276598,Pets United,No,2020-09-11,7500000,1:33,4800000,Pets United,2020.0,movie,Pets United,Pets United,2019,89,"Adventure,Animation,Comedy"
640,Jailbreak: Love on the Run,tt33058713,Jailbreak: Love on the Run,Yes,2024-09-25,7100000,1:29,4800000,Jailbreak: Love on the Run,2024.0,movie,Jailbreak: Love on the Run,Jailbreak: Love on the Run,2024,88,"Crime,Documentary"
641,My Neighbor Totoro,tt0096283,My Neighbor Totoro // _______,No,,7000000,1:27,4800000,My Neighbor Totoro,1000.0,movie,My Neighbor Totoro,Tonari no Totoro,1988,86,"Adventure,Animation,Comedy"
649,Forgotten Love,tt26596953,Forgotten Love // Znachor,Yes,2023-09-27,10900000,2:20,4700000,Forgotten Love,2023.0,movie,Forgotten Love,Znachor,2023,140,"Drama,Romance"
655,Redeeming Love,tt11365186,Redeeming Love,No,,10600000,2:14,4700000,Redeeming Love,1000.0,movie,Redeeming Love,Redeeming Love,2022,134,"Drama,Romance,Western"
654,Patriots Day,tt4572514,Patriots Day,No,,10500000,2:13,4700000,Patriots Day,1000.0,movie,Patriots Day,Patriots Day,2016,133,"Action,Crime,Drama"
648,Do Patti,tt28075881,Do Patti // __ _____,Yes,2024-10-25,10100000,2:08,4700000,Do Patti,2024.0,movie,Do Patti,Do Patti,2024,126,"Crime,Drama,Mystery"
662,Warcraft,tt0803096,Warcraft,No,,9600000,2:03,4700000,Warcraft,1000.0,movie,Warcraft,Warcraft,2016,123,"Action,Adventure,Fantasy"
657,The Ridiculous 6,tt2479478,The Ridiculous 6,Yes,2015-12-11,9400000,2:00,4700000,The Ridiculous 6,2015.0,movie,The Ridiculous 6,The Ridiculous 6,2015,119,"Action,Adventure,Comedy"
663,Wedding Crashers,tt0396269,Wedding Crashers,No,,9400000,1:59,4700000,Wedding Crashers,1000.0,movie,Wedding Crashers,Wedding Crashers,2005,119,"Comedy,Romance"
653,Mr. Malcolm's List,tt12545566,Mr. Malcolm's List,No,,9200000,1:58,4700000,Mr. Malcolm's List,1000.0,movie,Mr. Malcolm's List,Mr. Malcolm's List,2022,117,"Comedy,Drama,Romance"
647,"Definitely, Maybe",tt0832266,"Definitely, Maybe",No,,8700000,1:52,4700000,"Definitely, Maybe",1000.0,movie,"Definitely, Maybe","Definitely, Maybe",2008,112,"Comedy,Drama,Romance"
652,Love and Monsters,tt2222042,Love and Monsters,No,2021-04-14,8700000,1:50,4700000,Love and Monsters,2021.0,movie,Love and Monsters,Love and Monsters,2020,109,"Action,Adventure,Comedy"
660,Through My Window 3: Looking at You,tt28105944,Through My Window 3: Looking at You // A travs de mi ventana 3: A travs de tu mirada,Yes,2024-02-23,8300000,1:45,4700000,Through My Window 3: Looking at You,2024.0,movie,Through My Window: Looking at You,A través de tu mirada,2024,105,"Comedy,Drama,Romance"
658,The Wedding Ringer,tt0884732,The Wedding Ringer,No,,8000000,1:42,4700000,The Wedding Ringer,1000.0,movie,The Wedding Ringer,The Wedding Ringer,2015,101,"Comedy,Romance"
650,How to Train Your Dragon,tt0892769,How to Train Your Dragon (2010),No,,7900000,1:40,4700000,How to Train Your Dragon,2010.0,movie,How to Train Your Dragon,How to Train Your Dragon,2010,98,"Action,Adventure,Animation"
659,The Wrong Track,tt31828532,The Wrong Track // P villspor,Yes,2025-02-27,7400000,1:34,4700000,The Wrong Track,2025.0,movie,The Wrong Track,På villspor,2025,92,Comedy
646,Alvin and the Chipmunks,tt0952640,Alvin and the Chipmunks,No,,7100000,1:31,4700000,Alvin and the Chipmunks,1000.0,movie,Alvin and the Chipmunks,Alvin and the Chipmunks,2007,92,"Adventure,Animation,Comedy"
651,Jungle Beat: The Movie,tt12139700,Jungle Beat: The Movie,No,2021-05-14,7000000,1:30,4700000,Jungle Beat: The Movie,2021.0,movie,Jungle Beat: The Movie,Jungle Beat: The Movie,2020,88,"Adventure,Animation,Comedy"
20,Untold: Shooting Guards,tt36557691,Untold: Shooting Guards,Yes,2025-05-06,6800000,1:26,4700000,Untold: Shooting Guards,2025.0,tvEpisode,Shooting Guards,Shooting Guards,2025.0,85.0,"Biography,Crime,Documentary"
656,Scooby-Doo,tt0267913,Scooby-Doo,No,,6700000,1:26,4700000,Scooby-Doo,1000.0,movie,Scooby-Doo,Scooby-Doo,2002,86,"Adventure,Comedy,Family"
674,The Dark Knight Rises,tt1345836,The Dark Knight Rises,No,,12500000,2:44,4600000,The Dark Knight Rises,1000.0,movie,The Dark Knight Rises,The Dark Knight Rises,2012,164,"Action,Crime,Drama"
675,Transformers: Dark of the Moon,tt1399103,Transformers: Dark of the Moon,No,,11800000,2:35,4600000,Transformers: Dark of the Moon,1000.0,movie,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154,"Action,Adventure,Comedy"
21,Faceless,tt33483700,Faceless // __,Yes,,9300000,2:01,4600000,Faceless,1000.0,movie,Shoutai,Shoutai,2024.0,120.0,"Action,Crime,Thriller"
669,Meet the Fockers,tt0290002,Meet the Fockers,No,,8900000,1:56,4600000,Meet the Fockers,1000.0,movie,Meet the Fockers,Meet the Fockers,2004,115,"Comedy,Romance"
671,Persuasion,tt13456318,Persuasion,Yes,2022-07-15,8500000,1:50,4600000,Persuasion,2022.0,movie,Persuasion,Persuasion,2022,108,"Drama,Romance"
673,Set It Up,tt5304992,Set It Up,Yes,2018-06-15,8200000,1:46,4600000,Set It Up,2018.0,movie,Set It Up,Set It Up,2018,105,"Comedy,Romance"
670,Nimona,tt19500164,Nimona,Yes,2023-06-30,7900000,1:43,4600000,Nimona,2023.0,movie,Nimona,Nimona,2023,101,"Action,Adventure,Animation"
666,Daddy's Home 2,tt5657846,Daddy's Home 2,No,,7700000,1:41,4600000,Daddy's Home 2,1000.0,movie,Daddy's Home 2,Daddy's Home 2,2017,100,Comedy
672,Rescued by Ruby,tt11278476,Rescued by Ruby,Yes,2022-03-17,7200000,1:34,4600000,Rescued by Ruby,2022.0,movie,Rescued by Ruby,Rescued by Ruby,2022,90,"Biography,Drama,Family"
664,65,tt12261776,65,No,,7100000,1:33,4600000,65,1000.0,movie,65,65,2023,93,"Action,Adventure,Sci-Fi"
668,Fallen,tt1564777,Fallen (2016),No,,7000000,1:31,4600000,Fallen,2016.0,movie,Fallen,Fallen,2016,91,"Drama,Fantasy,Romance"
665,Buy Now: The Shopping Conspiracy,tt34350086,Buy Now: The Shopping Conspiracy,Yes,2024-11-20,6500000,1:25,4600000,Buy Now: The Shopping Conspiracy,2024.0,movie,Buy Now! The Shopping Conspiracy,Buy Now! The Shopping Conspiracy,2024,84,Documentary
690,Kingdom: Return of The Great General,tt31457736,Kingdom: Return of The Great General // _____ ______,No,,11000000,2:26,4500000,Kingdom: Return of The Great General,1000.0,movie,Kingdom 4: Return of the Great General,Kingudamu 4: Daishôgun no kikan,2024,145,"Action,Drama,History"
677,Alita: Battle Angel,tt0437086,Alita: Battle Angel,No,,9200000,2:03,4500000,Alita: Battle Angel,1000.0,movie,Alita: Battle Angel,Alita: Battle Angel,2019,122,"Action,Adventure,Sci-Fi"
678,And The Breadwinner Is...,tt32206574,And The Breadwinner Is...,Yes,,9200000,2:03,4500000,And The Breadwinner Is...,1000.0,movie,And the Breadwinner Is...,And the Breadwinner Is...,2024,123,"Comedy,Drama,Family"
680,Bright,tt5519340,Bright,Yes,2017-12-22,8900000,1:58,4500000,Bright,2017.0,movie,Bright,Bright,2017,117,"Action,Fantasy,Thriller"
703,You People,tt14826022,You People,Yes,2023-01-27,8900000,1:59,4500000,You People,2023.0,movie,You People,You People,2023,117,"Comedy,Romance"
22,A Wonderful World,tt0456467,A Wonderful World // Un mundo maravilloso,Yes,,8700000,1:57,4500000,A Wonderful World,1000.0,movie,Un mundo maravilloso,Un mundo maravilloso,2006.0,118.0,"Comedy,Drama,Thriller"
688,I Now Pronounce You Chuck and Larry,tt0762107,I Now Pronounce You Chuck and Larry,No,,8700000,1:55,4500000,I Now Pronounce You Chuck and Larry,1000.0,movie,I Now Pronounce You Chuck & Larry,I Now Pronounce You Chuck & Larry,2007,115,"Comedy,Romance"
696,The General's Daughter,tt0144214,The General's Daughter (1999),No,,8700000,1:57,4500000,The General's Daughter,1999.0,movie,The General's Daughter,The General's Daughter,1999,116,"Crime,Drama,Mystery"
683,Couples Retreat,tt1078940,Couples Retreat,No,,8600000,1:54,4500000,Couples Retreat,1000.0,movie,Couples Retreat,Couples Retreat,2009,113,Comedy
687,Hanna,tt0993842,Hanna (2011),No,,8400000,1:51,4500000,Hanna,2011.0,movie,Hanna,Hanna,2011,111,"Action,Adventure,Drama"
692,Look Both Ways,tt14298328,Look Both Ways,Yes,2022-08-17,8400000,1:52,4500000,Look Both Ways,2022.0,movie,Look Both Ways,Look Both Ways,2022,110,"Comedy,Drama,Fantasy"
686,Draft Day,tt2223990,Draft Day,No,,8200000,1:50,4500000,Draft Day,1000.0,movie,Draft Day,Draft Day,2014,110,"Drama,Sport"
694,Rango,tt1192628,Rango (2011),No,,8200000,1:50,4500000,Rango,2011.0,movie,Rango,Rango,2011,107,"Action,Adventure,Animation"
702,Vini Jr.,tt34682248,"Vini Jr. // Baila, Vini",Yes,2025-05-15,8100000,1:48,4500000,Vini Jr.,2025.0,movie,Vini Jr.,Vini Jr.,2025,106,"Biography,Documentary,Sport"
698,The Outfit,tt14114802,The Outfit (2022),No,,8000000,1:46,4500000,The Outfit,2022.0,movie,The Outfit,The Outfit,2022,105,"Crime,Drama,Mystery"
689,I Spit on Your Grave 2,tt2537176,I Spit on Your Grave 2,No,,7900000,1:46,4500000,I Spit on Your Grave 2,1000.0,movie,I Spit on Your Grave 2,I Spit on Your Grave 2,2013,106,"Horror,Thriller"
695,Sleepy Hollow,tt0162661,Sleepy Hollow (1999),No,,7900000,1:46,4500000,Sleepy Hollow,1999.0,movie,Sleepy Hollow,Sleepy Hollow,1999,105,"Fantasy,Horror,Mystery"
693,Ponyo,tt0876563,Ponyo // _______,No,,7600000,1:42,4500000,Ponyo,1000.0,movie,Ponyo,Gake no ue no Ponyo,2008,101,"Adventure,Animation,Comedy"
681,Burning Betrayal,tt26787296,Burning Betrayal // O Lado Bom de Ser Trada,Yes,2023-10-25,7400000,1:39,4500000,Burning Betrayal,2023.0,movie,Burning Betrayal,O Lado Bom de ser Traída,2023,98,"Drama,Mystery,Romance"
697,The Out-Laws,tt11274492,The Out-Laws,Yes,2023-07-07,7300000,1:37,4500000,The Out-Laws,2023.0,movie,The Out-Laws,The Out-Laws,2023,95,"Action,Comedy,Crime"
699,The Royal Treatment,tt13989030,The Royal Treatment,Yes,2022-01-20,7300000,1:38,4500000,The Royal Treatment,2022.0,movie,The Royal Treatment,The Royal Treatment,2022,96,"Comedy,Family,Romance"
691,Locked In,tt24870072,Locked In,Yes,2023-11-01,7200000,1:37,4500000,Locked In,2023.0,movie,Locked In,Locked In,2023,96,"Drama,Mystery,Thriller"
682,Cocaine Bear,tt14209916,Cocaine Bear,No,,7100000,1:35,4500000,Cocaine Bear,1000.0,movie,Cocaine Bear,Cocaine Bear,2023,95,"Comedy,Crime,Thriller"
679,Blame the Game,tt28301898,Blame the Game // Spieleabend,Yes,2024-07-12,6900000,1:32,4500000,Blame the Game,2024.0,movie,Blame the Game,Spieleabend,2024,92,"Comedy,Romance,Thriller"
701,The Silence,tt7315484,The Silence,No,2019-04-10,6800000,1:31,4500000,The Silence,2019.0,movie,The Silence,The Silence,2019,90,"Drama,Horror,Sci-Fi"
684,Crawl,tt8364368,Crawl (2019),No,,6500000,1:27,4500000,Crawl,2019.0,movie,Crawl,Crawl,2019,87,"Action,Horror,Thriller"
